UID,Year,Make,Model,Trim,Option Codes,,Geography,,Start,End,,,,Cash Only (Before Tax),Cash Only (After Tax),Cash Rebate Dealer Contribution (Before Tax),Cash Rebate Dealer Contribution (After Tax),Note
AUD80259CAN44895,2022,Audi,A5 Sportback,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80260CAN44895,2022,Audi,A5 Sportback,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80309CAN44895,2022,Audi,S5 Sportback,TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80310CAN44895,2022,Audi,S5 Sportback,TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80299CAN44895,2022,Audi,RS5 Sportback,4WD Hatchback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80261CAN44895,2022,Audi,A6,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80262CAN44895,2022,Audi,A6,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80263CAN44895,2022,Audi,A6,55 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80264CAN44895,2022,Audi,A6,55 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80311CAN44895,2022,Audi,S6,4WD Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80300CAN44895,2022,Audi,RS6 Avant,4WD Wagon,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80265CAN44895,2022,Audi,A6 Allroad,Progressiv,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80266CAN44895,2022,Audi,A6 Allroad,Technik,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80268CAN44895,2022,Audi,A7,55 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80269CAN44895,2022,Audi,A7,55 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80267CAN44895,2022,Audi,A7,55 TFSI e Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80312CAN44895,2022,Audi,S7,4WD Hatchback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80301CAN44895,2022,Audi,RS7,4WD Hatchback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80319CAN44895,2022,Audi,TT,TFSI Coupe 45 Quattro S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD81253CAN44895,2022,Audi,TTS,TFSI Coupe Quattro S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80320CAN44895,2022,Audi,TT,TFSI Roadster 45 Quattro S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD81252CAN44895,2022,Audi,TT RS,TFSI Coupe Quattro S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80275CAN44895,2022,Audi,Q3,40 TFSI Quattro Komfort Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80276CAN44895,2022,Audi,Q3,40 TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80277CAN44895,2022,Audi,Q3,45 TFSI Quattro Komfort Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80278CAN44895,2022,Audi,Q3,45 TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80279CAN44895,2022,Audi,Q3,45 TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80872CAN44895,2022,Audi,Q4 e-tron,50 Quattro Komfort,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80873CAN44895,2022,Audi,Q4 e-tron,50 Quattro Progressiv,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80874CAN44895,2022,Audi,Q4 e-tron,50 Quattro Technik,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80875CAN44895,2022,Audi,Q4 e-tron Sportback,50 Quattro Progressiv,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80876CAN44895,2022,Audi,Q4 e-tron Sportback,50 Quattro Technik,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82045CAN44895,2022,Audi,Q5,40 TFSI Quattro Komfort S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80280CAN44895,2022,Audi,Q5,45 TFSI Quattro Komfort S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80281CAN44895,2022,Audi,Q5,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80282CAN44895,2022,Audi,Q5,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80283CAN44895,2022,Audi,Q5,55 TFSI e Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80284CAN44895,2022,Audi,Q5,55 TFSI e Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80313CAN44895,2022,Audi,SQ5,TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80314CAN44895,2022,Audi,SQ5,TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80285CAN44895,2022,Audi,Q5 Sportback,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80286CAN44895,2022,Audi,Q5 Sportback,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80315CAN44895,2022,Audi,SQ5 Sportback,TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80316CAN44895,2022,Audi,SQ5 Sportback,TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80287CAN44895,2022,Audi,Q7,45 TFSI Quattro Komfort Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80288CAN44895,2022,Audi,Q7,45 TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80289CAN44895,2022,Audi,Q7,55 TFSI Quattro Komfort Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80290CAN44895,2022,Audi,Q7,55 TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80291CAN44895,2022,Audi,Q7,55 TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80317CAN44895,2022,Audi,SQ7,4WD SUV,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80292CAN44895,2022,Audi,Q8,55 TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80293CAN44895,2022,Audi,Q8,55 TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80318CAN44895,2022,Audi,SQ8,4WD SUV,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80302CAN44895,2022,Audi,RS Q8,4WD SUV,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80270CAN44895,2022,Audi,e-tron,55 Quattro Progressiv,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80271CAN44895,2022,Audi,e-tron,55 Quattro Technik,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80272CAN44895,2022,Audi,e-tron Sportback,55 Quattro Progressiv,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80273CAN44895,2022,Audi,e-tron Sportback,55 Quattro S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80274CAN44895,2022,Audi,e-tron Sportback,55 Quattro Technik,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2022,Audi,e-tron Sportback,e-tron S Sportback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80295CAN44895,2022,Audi,R8,5.2 FSI performance 2WD S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80294CAN44895,2022,Audi,R8,5.2 FSI performance Quattro S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80297CAN44895,2022,Audi,R8,5.2 FSI Spyder performance 2WD S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD80296CAN44895,2022,Audi,R8,5.2 FSI Spyder performance Quattro S tro,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD79737CAN44895,2022,Audi,e-tron GT,4WD Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD79738CAN44895,2022,Audi,RS e-tron GT,4WD Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82049CAN44895,2022,Audi,A8,55 TFSI Quattro Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82050CAN44895,2022,Audi,S8,4WD Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82232CAN44895,2023,Audi,A3,40 TFSI Quattro Komfort S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82233CAN44895,2023,Audi,A3,40 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82234CAN44895,2023,Audi,A3,40 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82235CAN44895,2023,Audi,A4,45 TFSI Quattro Komfort S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82236CAN44895,2023,Audi,A4,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82237CAN44895,2023,Audi,A4,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82238CAN44895,2023,Audi,A4 allroad,45 TFSI Quattro Komfort S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82239CAN44895,2023,Audi,A4 allroad,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82240CAN44895,2023,Audi,A4 allroad,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82241CAN44895,2023,Audi,A5,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82242CAN44895,2023,Audi,A5,45 TFSI Quattro Progressiv S tronic Cab,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82243CAN44895,2023,Audi,A5,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82244CAN44895,2023,Audi,A5,45 TFSI Quattro Technik S tronic Cabrio,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82245CAN44895,2023,Audi,A5 Sportback,45 TFSI Quattro Komfort S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82246CAN44895,2023,Audi,A5 Sportback,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82247CAN44895,2023,Audi,A5 Sportback,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82248CAN44895,2023,Audi,A6,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82249CAN44895,2023,Audi,A6,55 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82250CAN44895,2023,Audi,A6,55 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82251CAN44895,2023,Audi,A6 Allroad,Progressiv,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82252CAN44895,2023,Audi,A6 Allroad,Technik,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82253CAN44895,2023,Audi,A7,55 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82254CAN44895,2023,Audi,A7,55 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82255CAN44895,2023,Audi,A8,55 TFSI Quattro Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82256CAN44895,2023,Audi,e-tron,55 Quattro Progressiv,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82257CAN44895,2023,Audi,e-tron,55 Quattro Technik,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82258CAN44895,2023,Audi,e-tron GT,4WD Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82259CAN44895,2023,Audi,e-tron Sportback,55 Quattro Progressiv,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82260CAN44895,2023,Audi,e-tron Sportback,55 Quattro Technik,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82261CAN44895,2023,Audi,Q3,40 TFSI Quattro Komfort Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82262CAN44895,2023,Audi,Q3,40 TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82263CAN44895,2023,Audi,Q3,45 TFSI Quattro Komfort Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82264CAN44895,2023,Audi,Q3,45 TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82265CAN44895,2023,Audi,Q3,45 TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82266CAN44895,2023,Audi,Q5,40 TFSI Quattro Komfort S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82267CAN44895,2023,Audi,Q5,45 TFSI Quattro Komfort S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82268CAN44895,2023,Audi,Q5,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82269CAN44895,2023,Audi,Q5,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82271CAN44895,2023,Audi,Q5 Sportback,45 TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82272CAN44895,2023,Audi,Q5 Sportback,45 TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82273CAN44895,2023,Audi,Q7,45 TFSI Quattro Komfort Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82274CAN44895,2023,Audi,Q7,55 TFSI Quattro Komfort Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82275CAN44895,2023,Audi,Q7,55 TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82276CAN44895,2023,Audi,Q7,55 TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82277CAN44895,2023,Audi,Q8,55 TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82278CAN44895,2023,Audi,Q8,55 TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82279CAN44895,2023,Audi,R8,5.2 FSI performance Quattro S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82280CAN44895,2023,Audi,R8,5.2 FSI performance 2WD S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82281CAN44895,2023,Audi,R8,5.2 FSI Spyder performance Quattro S tro,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82282CAN44895,2023,Audi,R8,5.2 FSI Spyder performance 2WD S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82283CAN44895,2023,Audi,RS5,4WD Coupe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82284CAN44895,2023,Audi,RS5 Sportback,4WD Hatchback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82285CAN44895,2023,Audi,RS6 Avant,4WD Wagon,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82286CAN44895,2023,Audi,RS7,4WD Hatchback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82287CAN44895,2023,Audi,RS e-tron GT,4WD Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82288CAN44895,2023,Audi,RS Q8,4WD SUV,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82289CAN44895,2023,Audi,S3,TFSI Quattro Komfort S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82290CAN44895,2023,Audi,S3,TFSI Quattro Progressiv S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82291CAN44895,2023,Audi,S3,TFSI Quattro Technik S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82292CAN44895,2023,Audi,S4,TFSI Quattro Technik,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82293CAN44895,2023,Audi,S5,TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82294CAN44895,2023,Audi,S5,TFSI Quattro Progressiv Tiptronic Cabrio,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82295CAN44895,2023,Audi,S5,TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82296CAN44895,2023,Audi,S5,TFSI Quattro Technik Tiptronic Cabrio,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82297CAN44895,2023,Audi,S5 Sportback,TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82298CAN44895,2023,Audi,S5 Sportback,TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82299CAN44895,2023,Audi,S6,4WD Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82300CAN44895,2023,Audi,S7,4WD Hatchback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82301CAN44895,2023,Audi,S8,4WD Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82302CAN44895,2023,Audi,SQ5,TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82303CAN44895,2023,Audi,SQ5,TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82304CAN44895,2023,Audi,SQ5 Sportback,TFSI Quattro Progressiv Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82305CAN44895,2023,Audi,SQ5 Sportback,TFSI Quattro Technik Tiptronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82306CAN44895,2023,Audi,SQ7,4WD SUV,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82307CAN44895,2023,Audi,SQ8,4WD SUV,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82308CAN44895,2023,Audi,TT,TFSI Coupe 45 Quattro S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82309CAN44895,2023,Audi,TT,TFSI Roadster 45 Quattro S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82310CAN44895,2023,Audi,TTS,TFSI Coupe Quattro S tronic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82812CAN44895,2023,Audi,Q4 e-tron,50 Quattro,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
AUD82813CAN44895,2023,Audi,Q4 e-tron Sportback,50 Quattro,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82468CAN44895,2023,BMW,2 Series,230i xDrive Coupe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82470CAN44895,2023,BMW,2 Series,M240i xDrive Coupe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82469CAN44895,2023,BMW,2 Series,M235i xDrive Gran Coupe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82313CAN44895,2023,BMW,3 Series,330i xDrive Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82311CAN44895,2023,BMW,3 Series,330e Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82312CAN44895,2023,BMW,3 Series,330e xDrive Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82314CAN44895,2023,BMW,3 Series,M340i xDrive Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82488CAN44895,2023,BMW,4 Series,430i xDrive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82490CAN44895,2023,BMW,4 Series,M440i xDrive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW83694CAN44895,2023,BMW,i4,eDrive35,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82495CAN44895,2023,BMW,i4,eDrive40,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82496CAN44895,2023,BMW,i4,M50,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82487CAN44895,2023,BMW,4 Series,430i Cabriolet,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82489CAN44895,2023,BMW,4 Series,M440i Cabriolet,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82492CAN44895,2023,BMW,5 Series,530i xDrive Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82491CAN44895,2023,BMW,5 Series,530e xDrive Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82493CAN44895,2023,BMW,5 Series,540i xDrive Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82494CAN44895,2023,BMW,5 Series,M550i xDrive Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82114CAN44895,2023,BMW,7 Series,760i xDrive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82115CAN44895,2023,BMW,7 Series,xDrive60,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW81976CAN44895,2023,BMW,8 Series Coupe,M850i xDrive Coupe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW81977CAN44895,2023,BMW,8 Series Gran Coupe,M850i xDrive Gran Coupe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,BMW,8 Series Gran Coupe,ALPINA B8,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW81975CAN44895,2023,BMW,8 Series Cabriolet,M850i xDrive Cabriolet,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82474CAN44895,2023,BMW,X1,xDrive28i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82725CAN44895,2023,BMW,X3,xDrive30e,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82726CAN44895,2023,BMW,X3,xDrive30i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82724CAN44895,2023,BMW,X3,M40i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82729CAN44895,2023,BMW,X4,xDrive30i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82728CAN44895,2023,BMW,X4,M40i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82733CAN44895,2023,BMW,X5,xDrive45e,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82732CAN44895,2023,BMW,X5,xDrive40i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82732CAN44895ZSP,2023,BMW,X5,xDrive40i,ZSP,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82731CAN44895,2023,BMW,X5,M50i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82736CAN44895,2023,BMW,X6,xDrive40i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82735CAN44895,2023,BMW,X6,M50i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82226CAN44895,2023,BMW,X7,xDrive40i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82090CAN44895,2023,BMW,X7,M60i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW81795CAN44895,2023,BMW,iX,xDrive40,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82471CAN44895,2023,BMW,iX,xDrive50,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW81794CAN44895,2023,BMW,iX,M60,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW83696CAN44895,2023,BMW,Z4,sDrive30i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW83695CAN44895,2023,BMW,Z4,M40i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82473CAN44895,2023,BMW,M3 Sedan,2WD Sedan,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82472CAN44895,2023,BMW,M3 Sedan,Competition xDrive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82499CAN44895,2023,BMW,M4 Coupe,2WD Coupe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82498CAN44895,2023,BMW,M4 Coupe,Competition xDrive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82497CAN44895,2023,BMW,M4 Convertible,Competition,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
BMW82500CAN44895,2023,BMW,M5 Sedan,Competition,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
